checksum,derivedNs.amortizedInitializationPlusOperationsPerOp,derivedNs.remainingPerOperation,external.processWallNs,fixtureBytes,fixtureHash,heapUsedBytes.afterAllOperations,heapUsedBytes.afterFirstOperation,heapUsedBytes.afterFixture,heapUsedBytes.afterInitialization,heapUsedBytes.beforeFixture,javaHome,javaVendor,javaVmName,jvmVersion,library,loadedClassDelta.firstOperation,loadedClassDelta.fixturePreparation,loadedClassDelta.libraryInitialization,loadedClassDelta.remainingOperations,loadedClassesAfter.allOperations,loadedClassesAfter.firstOperation,loadedClassesAfter.fixture,loadedClassesAfter.initialization,operation,operationCount,pid,sample.planIndex,sample.randomizationSeed,sample.repetition,schemaVersion,threadAllocatedBytes.firstOperation,threadAllocatedBytes.fixturePreparation,threadAllocatedBytes.libraryInitialization,threadAllocatedBytes.remainingOperations,threadAllocatedBytes.supported,timingNs.firstOperation,timingNs.fixturePreparation,timingNs.initializationPlusOperations,timingNs.libraryInitialization,timingNs.mainEntryToFixtureStart,timingNs.operationsTotal,timingNs.remainingOperations
59341087977409921,1.19698632E7,205319.66666666666,846743521,2142,-959204706,11148080,10789968,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,411,80,635,47,2091,2044,998,1633,serialize,10,157740,246,20260812,10,1,4601224,1792272,8435808,21600,true,44435104,12399729,119698632,73415651,18726948,46282981,1847877
-7711186731443673343,1371970.94,144057.08080808082,861735510,2142,-959204706,18669040,10540968,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,403,80,635,292,2328,2036,998,1633,serialize,100,157786,247,20260812,10,1,4601224,1792272,8435808,1060240,true,44669798,12312793,137197094,78265645,19734766,58931449,14261651
59341087977409921,1.14927894E7,180862.22222222222,179619890,2142,-959204706,6131128,6131128,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,157846,248,20260812,10,1,3464160,1792272,10591872,38536,true,43555740,11108787,114927894,69744394,19560855,45183500,1627760
59341087977409921,4281098.1,186508.44444444444,109765107,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,157868,249,20260812,10,1,1854848,1792272,1273568,75888,true,24638351,13049668,42810981,16494054,19713304,26316927,1678576
59341087977409921,1704407.4,226865.77777777778,80660205,2142,-959204706,8722464,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,157889,250,20260812,10,1,1037744,1791024,280792,28456,true,11803130,12210681,17044074,3199152,18107547,13844922,2041792
2173,1.14373915E8,,180361192,2142,-959204706,6130448,6130448,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,157911,251,20260812,10,1,3464160,1792272,10591456,,true,42830898,12231110,114373915,71543017,18930413,42830898,0
81,4.0737838E7,,106172729,2142,-959204706,10242624,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,157934,252,20260812,10,1,1831080,1792272,1273568,,true,25031835,12018347,40737838,15706003,19246971,25031835,0
-1473038263736110079,1468205.09,232271.33333333334,892374893,2142,-959204706,7679176,12876336,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,533,80,635,255,2421,2166,998,1633,deserialize,100,157956,253,20260812,10,1,5165568,1792272,8435808,1289168,true,46098411,12775118,146820509,77727236,19018470,69093273,22994862
-1473038263736110079,503505.85,145186.58585858587,109736541,2142,-959204706,13496288,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,158002,254,20260812,10,1,1831080,1792272,1273568,1934040,true,22437969,10987868,50350585,13539144,17109608,36811441,14373472
-7711186731443673343,174401.83,56248.82828282828,77220446,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,158026,255,20260812,10,1,1037744,1791024,280792,303736,true,9132157,11299948,17440183,2739392,17168330,14700791,5568634
-7711186731443673343,468963.5,111534.24242424243,107214812,2142,-959204706,12802584,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,158050,256,20260812,10,1,1854848,1792272,1273568,1620040,true,21964643,11014517,46896350,13889817,16882789,33006533,11041890
-1473038263736110079,195843.59,80356.36363636363,79678366,2142,-959204706,9790776,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,158073,257,20260812,10,1,863600,1791024,280792,851960,true,8999466,11028895,19584359,2629613,16831492,16954746,7955280
-1473038263736110079,1366595.72,157015.61616161617,197212549,2142,-959204706,11644488,9479224,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,158098,258,20260812,10,1,6925640,1792272,10593088,1608024,true,56059193,10946370,136659572,65055833,17346075,71603739,15544546
2173,3.6813222E7,,100342268,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,158121,259,20260812,10,1,1854848,1792272,1273568,,true,22510505,12295690,36813222,14302717,17779506,22510505,0
81,1.32732986E8,,194697421,2142,-959204706,9479336,9479336,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,158142,260,20260812,10,1,6925640,1792272,10592576,,true,67156327,10829778,132732986,65576659,16730882,67156327,0
2185675431948801,1.18027966E7,259262.66666666666,810279332,2142,-959204706,13498008,12738904,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,509,80,635,53,2195,2142,998,1633,deserialize,10,158165,261,20260812,10,1,5165288,1792272,8435808,38784,true,43976555,11182506,118027966,71718047,17673966,46309919,2333364
-7711186731443673343,1193672.93,109217.83838383839,183547165,2142,-959204706,7731096,6120744,7436096,18025736,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,158211,262,20260812,10,1,3464160,1792272,10589760,1126056,true,40789537,11293705,119367293,67765190,17683575,51602103,10812566
2185675431948801,4072457.2,235524.33333333334,102060449,2142,-959204706,11674024,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,158234,263,20260812,10,1,1831080,1792272,1273568,96696,true,24531879,11243640,40724572,14072974,17200180,26651598,2119719
-7711186731443673343,1292226.24,105353.33333333333,201066948,2142,-959204706,7733728,6130040,7436096,18147336,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,158256,264,20260812,11,1,3464160,1792272,10590080,1126056,true,41791302,14227125,129222624,77001342,21585426,52221282,10429980
-1473038263736110079,199882.86,83702.90909090909,83179300,2142,-959204706,10148624,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,158279,265,20260812,11,1,863600,1791024,280792,851888,true,9004045,11490288,19988286,2697653,18641084,17290633,8286588
2185675431948801,3883722.0,236684.33333333334,103062202,2142,-959204706,11674024,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,158304,266,20260812,11,1,1831080,1792272,1273568,96696,true,22735360,11800886,38837220,13971701,18553329,24865519,2130159
-1473038263736110079,1485702.56,164636.202020202,214522923,2142,-959204706,11643600,9478432,7436096,18147368,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,158326,267,20260812,11,1,6925640,1792272,10590976,1608024,true,63663500,11346046,148570256,68607772,17749557,79962484,16298984
-7711186731443673343,200379.28,63089.868686868685,87488771,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,158349,268,20260812,11,1,1037744,1791024,280792,303736,true,10697186,12217413,20037928,3094845,20618897,16943083,6245897
2185675431948801,1.31322154E7,288279.6666666667,194805182,2142,-959204706,10015808,9657960,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,158372,269,20260812,11,1,6925640,1792272,10592064,66312,true,60878971,11159111,131322154,67848666,19408558,63473488,2594517
-1473038263736110079,1501797.49,232005.36363636365,887459589,2142,-959204706,6721048,12841688,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,531,80,635,246,2410,2164,998,1633,deserialize,100,158395,270,20260812,11,1,5165576,1792272,8435808,1289232,true,49561490,14368033,150179749,77649728,20794207,72530021,22968531
59341087977409921,1.09832748E7,172101.0,174112403,2142,-959204706,6120624,6120624,7436096,18046744,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,158439,271,20260812,11,1,3464160,1792272,10590656,38536,true,41126652,11397412,109832748,67157187,17973562,42675561,1548909
2173,3.7336353E7,,103063004,2142,-959204706,10290840,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,158461,272,20260812,11,1,1854848,1792272,1273568,,true,23302424,11440163,37336353,14033929,18417091,23302424,0
-7711186731443673343,1335728.63,156583.70707070708,838801150,2142,-959204706,18992832,9853672,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,397,80,635,310,2340,2030,998,1633,serialize,100,158482,273,20260812,11,1,4601224,1792272,8435808,1060112,true,42791793,12523791,133572863,75279283,19473680,58293580,15501787
81,1.22585585E8,,185030706,2142,-959204706,9478176,9478176,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,158527,274,20260812,11,1,6925640,1792272,10590208,,true,56937613,10863100,122585585,65647972,18176555,56937613,0
81,1.29004048E8,,866421136,2142,-959204706,12965952,12965952,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,559,80,635,,2193,2192,998,1633,deserialize,1,158549,275,20260812,11,1,5165288,1792272,8435808,,true,49984461,12678364,129004048,79019587,19735355,49984461,0
2173,1.09513945E8,,175049363,2142,-959204706,6131656,6131656,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,158594,276,20260812,11,1,3464160,1792272,10591744,,true,41872634,12593405,109513945,67641311,18849859,41872634,0
2173,1.3277207E7,,77772156,2142,-959204706,8362480,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,158617,277,20260812,11,1,1037744,1791024,280792,,true,10247636,12629772,13277207,3029571,19408106,10247636,0
2185675431948801,1.2174848E7,303001.0,1192130964,2142,-959204706,13586256,12437240,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,510,80,635,70,2213,2143,998,1633,deserialize,10,158639,278,20260812,11,1,5165576,1792272,8435808,38848,true,47160907,11589976,121748480,71860564,18723720,49887916,2727009
59341087977409921,1.32302357E7,259531.11111111112,879128469,2142,-959204706,10645896,10031632,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,400,80,635,65,2098,2033,998,1633,serialize,10,158686,279,20260812,11,1,4601224,1792272,8435808,21600,true,49940926,11374287,132302357,80025651,17912465,52276706,2335780
2173,1.25054983E8,,885526267,2142,-959204706,9796728,9796728,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,388,80,635,,2021,2021,998,1633,serialize,1,158731,280,20260812,11,1,4601504,1792272,8435808,,true,45557914,12045869,125054983,79497069,19358751,45557914,0
59341087977409921,4222702.3,211093.88888888888,107143308,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,158776,281,20260812,11,1,1854848,1792272,1273568,75888,true,24749459,12171275,42227023,15577719,19172730,26649304,1899845
81,4.0572123E7,,113209744,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,158797,282,20260812,11,1,1831080,1792272,1273568,,true,25577557,12497673,40572123,14994566,19235718,25577557,0
81,1.3919382E7,,80318774,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,158818,283,20260812,11,1,863600,1791024,280792,,true,10641923,12831895,13919382,3277459,19190134,10641923,0
2185675431948801,1484298.8,210821.0,85223050,2142,-959204706,8717232,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,158840,284,20260812,11,1,863600,1791024,280792,77856,true,9797333,13833951,14842988,3148266,20074345,11694722,1897389
59341087977409921,1598302.7,177042.77777777778,84955595,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,158862,285,20260812,11,1,1037744,1791024,280792,28456,true,11135746,13123146,15983027,3253896,19740985,12729131,1593385
-7711186731443673343,520410.68,118956.34343434343,118319009,2142,-959204706,12802584,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,158885,286,20260812,11,1,1854848,1792272,1273568,1620208,true,25138196,12479199,52041068,15126194,18514143,36914874,11776678
-1473038263736110079,528949.93,143533.94949494948,119008182,2142,-959204706,13138440,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,158908,287,20260812,11,1,1831080,1792272,1273568,1934040,true,23816695,11218412,52894993,14868437,18739169,38026556,14209861
-1473038263736110079,1495070.98,223214.68686868687,849337727,2142,-959204706,7155032,12741400,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,524,80,635,208,2365,2157,998,1633,deserialize,100,158931,288,20260812,12,1,5167640,1792272,8435808,1289352,true,50131224,12555572,149507098,77277620,19752837,72229478,22098254
-7711186731443673343,1392887.88,181162.51515151514,850288120,2142,-959204706,19586544,9739504,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,385,80,635,317,2335,2018,998,1633,serialize,100,158977,289,20260812,12,1,4601224,1792272,8435808,1060208,true,43941806,12598954,139288788,77411893,23098807,61876895,17935089
81,1.30041694E8,,853216084,2142,-959204706,12869472,12869472,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,525,80,635,,2158,2158,998,1633,deserialize,1,159023,290,20260812,12,1,5165288,1792272,8435808,,true,48977823,13819102,130041694,81063871,21122608,48977823,0
2185675431948801,1499592.8,202107.77777777778,79440781,2142,-959204706,9075080,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,159068,291,20260812,12,1,863600,1791024,280792,77856,true,10321847,12525705,14995928,2855111,19166818,12140817,1818970
59341087977409921,4169026.5,164726.0,106610117,2142,-959204706,11366520,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,159090,292,20260812,12,1,1854848,1792272,1273568,75888,true,24577113,12258048,41690265,15630618,19255056,26059647,1482534
59341087977409921,1.22523651E7,219963.77777777778,189171220,2142,-959204706,5942712,5942712,7436096,18028616,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,159112,293,20260812,12,1,3464160,1792272,10590976,38536,true,46657263,12350293,122523651,73886714,19115822,48636937,1979674
-1473038263736110079,535160.97,153188.37373737374,115670808,2142,-959204706,13138440,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,159135,294,20260812,12,1,1831080,1792272,1273568,1934040,true,23995493,11317840,53516097,14354955,17050065,39161142,15165649
-7711186731443673343,1178761.99,105413.45454545454,182546537,2142,-959204706,7565424,6107912,7436096,18150248,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,159159,295,20260812,12,1,3464160,1792272,10592064,1126056,true,40525704,11398964,117876199,66914563,19019790,50961636,10435932
81,1.3611372E8,,202523478,2142,-959204706,9478696,9478696,7436096,18147368,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,159182,296,20260812,12,1,6925640,1792272,10591808,,true,63338108,12800366,136113720,72775612,19651625,63338108,0
2173,1.3107146E7,,75608741,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,159205,297,20260812,12,1,1037744,1791024,280792,,true,10113533,11910050,13107146,2993613,18430886,10113533,0
59341087977409921,1505300.6,210243.22222222222,79450988,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,159227,298,20260812,12,1,1037744,1791024,280792,28456,true,10223159,12674105,15053006,2937658,18959196,12115348,1892189
-1473038263736110079,1513480.8,172379.53535353535,215149491,2142,-959204706,11602440,9628888,7436096,18028584,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,159249,299,20260812,12,1,6925640,1792272,10590400,1608024,true,62667009,11385268,151348080,71615497,17879543,79732583,17065574
59341087977409921,1.21854533E7,225261.66666666666,845390827,2142,-959204706,10322480,9337048,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,367,80,635,49,2049,2000,998,1633,serialize,10,159272,300,20260812,12,1,4601504,1792272,8435808,21600,true,43554102,12648397,121854533,76273076,19505961,45581457,2027355
2185675431948801,4320292.6,311216.44444444444,108917659,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,159318,301,20260812,12,1,1831080,1792272,1273568,96696,true,26659011,11185650,43202926,13742967,17301880,29459959,2800948
