checksum,derivedNs.amortizedInitializationPlusOperationsPerOp,derivedNs.remainingPerOperation,external.processWallNs,fixtureBytes,fixtureHash,heapUsedBytes.afterAllOperations,heapUsedBytes.afterFirstOperation,heapUsedBytes.afterFixture,heapUsedBytes.afterInitialization,heapUsedBytes.beforeFixture,javaHome,javaVendor,javaVmName,jvmVersion,library,loadedClassDelta.firstOperation,loadedClassDelta.fixturePreparation,loadedClassDelta.libraryInitialization,loadedClassDelta.remainingOperations,loadedClassesAfter.allOperations,loadedClassesAfter.firstOperation,loadedClassesAfter.fixture,loadedClassesAfter.initialization,operation,operationCount,pid,sample.planIndex,sample.randomizationSeed,sample.repetition,schemaVersion,threadAllocatedBytes.firstOperation,threadAllocatedBytes.fixturePreparation,threadAllocatedBytes.libraryInitialization,threadAllocatedBytes.remainingOperations,threadAllocatedBytes.supported,timingNs.firstOperation,timingNs.fixturePreparation,timingNs.initializationPlusOperations,timingNs.libraryInitialization,timingNs.mainEntryToFixtureStart,timingNs.operationsTotal,timingNs.remainingOperations
2173,1.40822971E8,,901374366,2142,-959204706,10057608,10057608,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,414,80,635,,2047,2047,998,1633,serialize,1,167604,594,20260812,24,1,4601224,1792272,8435808,,true,53314172,14269304,140822971,87508799,20387275,53314172,0
2173,4.0804264E7,,106235934,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,167650,595,20260812,24,1,1854848,1792272,1273568,,true,25193352,12347049,40804264,15610912,19519935,25193352,0
59341087977409921,1332392.7,161424.11111111112,77490143,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,167672,596,20260812,24,1,1037744,1791024,280792,28456,true,9144143,11430466,13323927,2726967,20618062,10596960,1452817
-1473038263736110079,572844.18,159408.71717171717,124574603,2142,-959204706,13138440,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,167694,597,20260812,24,1,1831080,1792272,1273568,1934040,true,25604840,12584600,57284418,15898115,18777048,41386303,15781463
59341087977409921,4510946.8,253206.55555555556,112325538,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,167717,598,20260812,24,1,1854848,1792272,1273568,75888,true,27371283,12399929,45109468,15459326,19563848,29650142,2278859
-1473038263736110079,1509872.62,217809.77777777778,867228767,2142,-959204706,6611256,12680208,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,522,80,635,216,2371,2155,998,1633,deserialize,100,167738,599,20260812,24,1,5165576,1792272,8435808,1289296,true,49735545,14784550,150987262,79688549,18755619,71298713,21563168
2185675431948801,1427978.5,203367.88888888888,76848529,2142,-959204706,8717232,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,167783,600,20260812,25,1,863600,1791024,280792,77856,true,9128042,12783686,14279785,3321432,18395978,10958353,1830311
-7711186731443673343,572425.23,122112.55555555556,130326319,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,167805,601,20260812,25,1,1854848,1792272,1273568,1620040,true,25878029,14656577,57242523,19275351,21693125,37967172,12089143
-1473038263736110079,569445.89,164868.64646464647,121078050,2142,-959204706,13496288,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,167829,602,20260812,25,1,1831080,1792272,1273568,1934040,true,25023282,12905787,56944589,15599311,17793238,41345278,16321996
59341087977409921,1.14129647E7,237809.55555555556,179497717,2142,-959204706,6309392,5951544,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,167853,603,20260812,25,1,3464160,1792272,10591552,38536,true,42421423,11548279,114129647,69567938,19228843,44561709,2140286
2185675431948801,1.29035388E7,361593.8888888889,821382831,2142,-959204706,14331160,12898904,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,535,80,635,59,2227,2168,998,1633,deserialize,10,167876,604,20260812,25,1,5165288,1792272,8435808,38856,true,50142635,12127645,129035388,75638408,18761319,53396980,3254345
81,5.2788908E7,,124719035,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,167921,605,20260812,25,1,1831080,1792272,1273568,,true,31310521,14129612,52788908,21478387,21747756,31310521,0
81,1.2959807E7,,75186024,2142,-959204706,8359384,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,167942,606,20260812,25,1,863600,1791024,280792,,true,9769154,12046592,12959807,3190653,18783751,9769154,0
2173,1.38776039E8,,873782508,2142,-959204706,10553376,10553376,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,418,80,635,,2051,2051,998,1633,serialize,1,167964,607,20260812,25,1,4601224,1792272,8435808,,true,49655053,14707153,138776039,89120986,23219901,49655053,0
2173,1.5387579E7,,80030634,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,168010,608,20260812,25,1,1037744,1791024,280792,,true,11903962,12421610,15387579,3483617,19266354,11903962,0
2173,3.7972789E7,,101735090,2142,-959204706,10290840,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,168032,609,20260812,25,1,1854848,1792272,1273568,,true,23897913,11244685,37972789,14074876,18222420,23897913,0
-1473038263736110079,218767.89,89368.69696969698,86527972,2142,-959204706,10148648,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,168053,610,20260812,25,1,863600,1791024,280792,851888,true,9984010,12048825,21876789,3045278,18934056,18831511,8847501
59341087977409921,1.17602918E7,312570.0,835290280,2142,-959204706,11313704,9961912,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,389,80,635,74,2096,2022,998,1633,serialize,10,168078,611,20260812,25,1,4601360,1792272,8435808,21600,true,41456087,11701109,117602918,73333701,19286161,44269217,2813130
-7711186731443673343,219421.04,69502.34343434343,93716514,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,168123,612,20260812,25,1,1037744,1791024,280792,303736,true,11648698,13748249,21942104,3412674,21775940,18529430,6880732
2173,1.11825162E8,,181950793,2142,-959204706,5952240,5952240,7436096,18147368,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,168147,613,20260812,25,1,3464160,1792272,10592000,,true,41645015,12641506,111825162,70180147,21253832,41645015,0
2185675431948801,1.49360121E7,392099.3333333333,220318048,2142,-959204706,9804936,9447088,7436096,18031440,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,168170,614,20260812,25,1,6925640,1792272,10591040,66312,true,68061880,13694547,149360121,77769347,21892791,71590774,3528894
2185675431948801,4367127.4,245775.88888888888,114043264,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,168193,615,20260812,25,1,1831080,1792272,1273568,96696,true,24226744,14067503,43671274,17232547,21259093,26438727,2211983
81,1.18736389E8,,843092027,2142,-959204706,12782320,12782320,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,505,80,635,,2138,2138,998,1633,deserialize,1,168214,616,20260812,25,1,5165288,1792272,8435808,,true,47986306,11514385,118736389,70750083,17818016,47986306,0
-7711186731443673343,1312737.69,113352.23232323233,202638522,2142,-959204706,7385696,5928184,7436096,18150240,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,168259,617,20260812,25,1,3464160,1792272,10592000,1126056,true,43931228,13907059,131273769,76120670,21961732,55153099,11221871
-7711186731443673343,1456566.96,170808.45454545456,888437935,2142,-959204706,19880792,9460056,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,385,80,635,324,2342,2018,998,1633,serialize,100,168282,618,20260812,25,1,4601224,1792272,8435808,1060240,true,42596594,15076771,145656696,86150065,23487857,59506631,16910037
81,1.36341841E8,,199820364,2142,-959204706,9478712,9478712,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,168327,619,20260812,25,1,6925640,1792272,10591968,,true,64930878,11608793,136341841,71410963,17744486,64930878,0
59341087977409921,1536008.7,170075.0,81146653,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,168349,620,20260812,25,1,1037744,1791024,280792,28456,true,10504564,12754129,15360087,3324848,19258829,12035239,1530675
-1473038263736110079,1444311.68,204179.34343434343,826917538,2142,-959204706,6166528,12462888,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,534,80,635,211,2378,2167,998,1633,deserialize,100,168371,621,20260812,25,1,5165288,1792272,8435808,1289192,true,47685116,12246228,144431168,76532297,19046328,67898871,20213755
-1473038263736110079,1564079.86,171770.08080808082,230168893,2142,-959204706,11644080,9478912,7436096,18147264,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,168416,622,20260812,25,1,6925640,1792272,10590432,1608024,true,61503106,14185415,156407986,77899642,22171948,78508344,17005238
59341087977409921,3875933.8,207224.11111111112,110082944,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,168439,623,20260812,25,1,1854848,1792272,1273568,75888,true,22780942,14151341,38759338,14113379,21928638,24645959,1865017
2173,4.0268289E7,,105205861,2142,-959204706,10290840,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,168460,624,20260812,26,1,1854848,1792272,1273568,,true,24384873,12792020,40268289,15883416,19062729,24384873,0
59341087977409921,1.22801603E7,275593.44444444444,835076621,2142,-959204706,11190440,10400968,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,399,80,635,64,2096,2032,998,1633,serialize,10,168481,625,20260812,26,1,4601224,1792272,8435808,21600,true,42664110,12197024,122801603,77657152,19209948,45144451,2480341
81,1.1406059E7,,69536787,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,168528,626,20260812,26,1,863600,1791024,280792,,true,8753663,11131731,11406059,2652396,17201397,8753663,0
81,3.7704431E7,,102098674,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,168550,627,20260812,26,1,1831080,1792272,1273568,,true,23074374,12011033,37704431,14630057,18256474,23074374,0
-1473038263736110079,196068.19,81760.37373737374,78793562,2142,-959204706,9790776,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,168571,628,20260812,26,1,863600,1791024,280792,852632,true,8818938,10906063,19606819,2693604,16817914,16913215,8094277
59341087977409921,1314522.8,166814.33333333334,71962546,2142,-959204706,8722464,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,168596,629,20260812,26,1,1037744,1791024,280792,28456,true,8994529,11062259,13145228,2649370,17188204,10495858,1501329
-7711186731443673343,178486.42,57738.46464646464,78549981,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,168618,630,20260812,26,1,1037744,1791024,280792,303736,true,9315647,11582824,17848642,2816887,17520712,15031755,5716108
2173,1.16334E7,,69811566,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,168641,631,20260812,26,1,1037744,1791024,280792,,true,8873701,11102705,11633400,2759699,16985110,8873701,0
81,1.18119569E8,,908656368,2142,-959204706,13106528,13106528,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,539,80,635,,2173,2172,998,1633,deserialize,1,168663,632,20260812,26,1,5165288,1792272,8435808,,true,46294485,11542848,118119569,71825084,17773400,46294485,0
-7711186731443673343,493401.54,121662.29292929293,113083895,2142,-959204706,13160432,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,168707,633,20260812,26,1,1854848,1792272,1273568,1620040,true,23057162,12702110,49340154,14238425,17909418,35101729,12044567
-1473038263736110079,591397.76,147742.61616161617,130118490,2142,-959204706,13496288,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,168731,634,20260812,26,1,1831080,1792272,1273568,1934040,true,26197091,14049187,59139776,18316166,21620987,40823610,14626519
2185675431948801,1459296.5,225352.66666666666,83156471,2142,-959204706,9075080,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,168755,635,20260812,26,1,863600,1791024,280792,77856,true,9589744,12592873,14592965,2975047,22305512,11617918,2028174
81,1.34500095E8,,198637311,2142,-959204706,9657296,9657296,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,168776,636,20260812,26,1,6925640,1792272,10590784,,true,61484631,12180284,134500095,73015464,18684553,61484631,0
2185675431948801,1.25342798E7,316601.0,899511086,2142,-959204706,14074920,12566424,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,524,80,635,64,2221,2157,998,1633,deserialize,10,168799,637,20260812,26,1,5165288,1792272,8435808,38824,true,47645368,13184111,125342798,74848021,19158550,50494777,2849409
-1473038263736110079,1573736.66,181776.9797979798,223480167,2142,-959204706,11642528,9491856,7436096,18212776,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,168845,638,20260812,26,1,6925640,1792272,10591776,1608024,true,65073765,12426567,157373666,74303980,19148312,83069686,17995921
2173,1.35720622E8,,899276055,2142,-959204706,10408416,10408416,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,410,80,635,,2043,2043,998,1633,serialize,1,168868,639,20260812,26,1,4601224,1792272,8435808,,true,46007612,14019622,135720622,89713010,22384360,46007612,0
-1473038263736110079,1470319.39,217168.44444444444,873360354,2142,-959204706,7384904,13258968,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,557,80,635,221,2411,2190,998,1633,deserialize,100,168912,640,20260812,26,1,5165424,1792272,8435808,1289096,true,50757423,12561485,147031939,74774840,17962497,72257099,21499676
2185675431948801,1.41421399E7,324668.3333333333,206947410,2142,-959204706,9837736,9479888,7436096,18150256,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,168956,641,20260812,26,1,6925640,1792272,10592704,66312,true,63531108,12552377,141421399,74968276,18763222,66453123,2922015
-7711186731443673343,1340584.57,155418.94949494948,851295103,2142,-959204706,19286528,10311992,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,413,80,635,284,2330,2046,998,1633,serialize,100,168979,642,20260812,26,1,4603576,1792272,8435808,1060304,true,46377000,11208176,134058457,72294981,19824478,61763476,15386476
2173,1.27114214E8,,192177961,2142,-959204706,5951632,5951632,7436096,18147368,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,169025,643,20260812,26,1,3464160,1792272,10591040,,true,48683791,12040850,127114214,78430423,18867217,48683791,0
-7711186731443673343,1268334.03,113222.09090909091,194494141,2142,-959204706,7376784,5952032,7436096,18147328,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,169048,644,20260812,26,1,3464160,1792272,10590400,1126056,true,43660732,11702841,126833403,71963684,18494983,54869719,11208987
59341087977409921,4029835.5,181966.33333333334,108303744,2142,-959204706,11008672,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,169070,645,20260812,26,1,1854848,1792272,1273568,75888,true,22662535,12654299,40298355,15998123,20066516,24300232,1637697
59341087977409921,1.18117291E7,163063.88888888888,183546047,2142,-959204706,6132328,6132328,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,169091,646,20260812,26,1,3464160,1792272,10592032,38536,true,43372368,12004781,118117291,73277348,18956988,44839943,1467575
2185675431948801,4219774.6,239750.11111111112,104531149,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,169114,647,20260812,26,1,1831080,1792272,1273568,96696,true,24403647,12447409,42197746,15636348,17177873,26561398,2157751
2173,1.0799531E8,,174707273,2142,-959204706,6131360,6131360,7436096,18147360,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,169135,648,20260812,27,1,3464160,1792272,10592800,,true,40737976,12509625,107995310,67257334,18498581,40737976,0
-7711186731443673343,477645.94,110547.0202020202,111913960,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,169157,649,20260812,27,1,1854848,1792272,1273568,1620208,true,22500720,11245094,47764594,14319719,19173939,33444875,10944155
2185675431948801,1.30955498E7,460839.22222222225,880869658,2142,-959204706,16975208,13915712,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,584,80,635,57,2274,2217,998,1633,deserialize,10,169180,650,20260812,27,1,5165568,1792272,8435808,38944,true,49590085,12155476,130955498,77217860,19148991,53737638,4147553
-7711186731443673343,198625.61,64173.9898989899,81984152,2142,-959204706,9080312,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,169225,651,20260812,27,1,1037744,1791024,280792,303736,true,10543176,11674166,19862561,2966160,17760916,16896401,6353225
81,1.38479225E8,,204289602,2142,-959204706,9657624,9657624,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,169249,652,20260812,27,1,6925640,1792272,10592000,,true,62930262,12261406,138479225,75548963,19251754,62930262,0
81,1.5021275E7,,96186509,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,169271,653,20260812,27,1,863600,1791024,280792,,true,11477886,14359604,15021275,3543389,23500380,11477886,0
59341087977409921,4136638.5,202880.44444444444,110133604,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,169293,654,20260812,27,1,1854848,1792272,1273568,75888,true,24677575,13332833,41366385,14862886,19666809,26503499,1825924
2185675431948801,1374446.1,209905.88888888888,76505973,2142,-959204706,9075080,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,169314,655,20260812,27,1,863600,1791024,280792,77856,true,9077495,11563206,13744461,2777813,17938832,10966648,1889153
-7711186731443673343,1430089.31,197234.78787878787,894265803,2142,-959204706,20084200,9732368,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,379,80,635,331,2343,2012,998,1633,serialize,100,169336,656,20260812,27,1,4601224,1792272,8435808,1060368,true,44439416,12701088,143008931,79043271,20035116,63965660,19526244
-1473038263736110079,692618.73,189394.50505050505,146944381,2142,-959204706,13138440,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,169382,657,20260812,27,1,1831080,1792272,1273568,1934040,true,29724779,15668910,69261873,20787038,23560482,48474835,18750056
59341087977409921,1387478.9,176540.66666666666,74879056,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,169405,658,20260812,27,1,1037744,1791024,280792,28456,true,9364829,11164933,13874789,2921094,18334621,10953695,1588866
81,3.8584111E7,,100622166,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,169426,659,20260812,27,1,1831080,1792272,1273568,,true,23772524,11446264,38584111,14811587,17737723,23772524,0
2185675431948801,3920500.5,237875.33333333334,103523191,2142,-959204706,11316176,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,169447,660,20260812,27,1,1831080,1792272,1273568,96696,true,23157380,11803068,39205005,13906747,19311138,25298258,2140878
